5000 58 0
0 	938.935	0	-39.7896	0	298.622	0	0	0	0	0	0	0	0	0	183.191	154.69	0	0	0	0	0	0	0	130.546	0	0	0	0	161.82	0	96.647	0	0	0	52.1958	0	0	0	6.50229	0	0	0	1	52.5369	0	0	0	0	0	0	0	0	0	1	0	20.7495	0	0.918962	
0	980.5	0	16.9156	0	1208.85	0	0	0	0	0	0	0	0	0	201.431	121.034	0	0	0	0	0	0	0	108.788	0	0	0	0	47.7284	0	23.8555	0	0	0	93.8647	0	0	0	9.15261	0	0	0	0	82.9301	0	0	0	0	0	0	1	0	0	0	1	16.4267	0	2.08855	
0	784.34	0	466.54	0	576.72	0	0	0	0	0	0	0	0	0	199.845	133.978	0	1	0	0	0	0	0	145.776	0	0	0	0	66.8787	0	10.3121	0	0	0	86.8468	0	0	0	2.74547	0	0	0	0	73.8121	0	0	0	0	0	0	0	0	0	0	1	-13.833	0	1.83792	
0	981.995	0	24.4514	1	389.953	0	1	0	0	0	0	0	0	0	187.949	112.62	0	0	0	0	0	0	0	331.441	0	0	0	0	108.641	0	56.1826	0	0	0	126.761	0	0	0	3.47424	0	0	0	0	87.7062	0	0	0	0	0	0	0	0	0	1	0	44.9572	0	1.33667	
0	956.578	0	-146.298	0	2131.4	0	0	0	0	0	0	1	0	0	181.605	107.442	0	0	0	0	0	0	0	61.6466	0	0	0	0	161.452	0	67.7426	0	0	0	131.586	0	0	0	2.42672	0	0	0	0	87.7062	0	0	0	0	0	0	0	0	0	0	1	14.6975	0	1.50376	
1	954.186	0	483.642	0	514.635	0	0	0	0	0	0	0	0	0	187.949	143.04	0	0	0	0	0	0	0	274.871	0	0	0	0	138.324	0	3.9562	0	1	0	53.073	0	0	0	2.54067	0	0	0	0	65.9967	0	0	0	0	0	0	0	0	0	1	1	6.05193	0	0.083542	
0	959.269	0	278.569	1	1080.58	0	0	0	0	0	0	0	0	0	187.156	153.396	0	0	0	0	0	0	0	158.105	0	0	0	0	210.948	0	24.1059	0	0	0	60.5296	0	0	0	9.13433	1	0	0	1	55.5762	0	0	0	0	0	0	0	0	0	0	0	0.864561	0	0.918962	
0	882.121	0	-107.867	0	2326.89	0	0	0	0	0	0	0	0	0	193.501	144.982	0	0	0	0	0	0	0	87.0305	0	0	0	0	350.303	0	92.0242	0	0	0	77.1971	0	0	0	9.70286	1	0	0	1	66.8651	0	0	0	0	0	0	0	0	0	0	0	0.864561	0	0.584794	
0	818.728	0	467.716	0	171.887	0	0	0	0	0	0	0	0	0	178.433	144.334	0	0	0	0	0	0	0	227.005	0	0	0	0	172.205	0	67.1223	0	0	0	21.0538	0	0	0	5.19803	1	0	0	1	59.9181	0	0	0	0	0	0	0	0	0	0	0	55.3319	0	0.584794	
0	1022.06	0	511.377	0	1050.31	0	0	0	0	0	0	1	0	0	198.259	137.215	0	0	0	0	0	0	0	578.027	0	0	0	0	83.9667	0	26.8529	0	1	0	91.6716	0	0	0	1.84273	0	0	0	0	75.1147	0	0	0	0	0	0	0	0	0	0	1	183.287	0	0.918962	
0	982.294	0	339.395	0	1741.45	0	0	0	0	0	0	0	0	0	187.949	116.503	0	0	0	0	0	0	0	618.642	0	0	0	0	78.2216	0	15.0727	0	0	0	127.638	0	0	0	5.71856	0	0	0	0	85.5352	1	0	0	0	0	0	0	0	0	0	1	12.9684	0	1.16959	
0	1011.9	0	465.515	0	1105.72	0	0	0	0	0	0	0	0	0	174.468	157.279	1	0	0	0	0	0	0	218.301	0	0	0	0	195.628	0	1.7094	0	0	0	44.7392	0	0	0	5.10029	0	0	0	1	44.2873	0	0	0	0	0	0	0	0	0	0	0	88.1852	0	1.25313	
0	947.607	0	528.913	0	213.961	0	1	0	0	0	0	0	0	0	157.814	89.9662	0	0	0	0	0	0	0	139.249	0	0	0	0	175.078	1	50.9099	0	0	0	141.674	0	0	0	5.37769	0	0	0	0	83.7985	0	0	0	0	0	0	0	0	0	0	0	20.7495	0	2.33918	
0	960.166	0	14.228	0	1112.39	0	0	0	0	0	0	0	0	0	169.709	135.273	0	0	0	0	0	0	0	406.142	0	0	0	0	81.0942	0	65.9328	0	0	0	7.01792	0	0	0	4.88759	0	0	0	0	61.2206	0	1	0	0	0	0	0	0	0	0	1	3.45824	0	1.0025	
0	848.929	0	78.5537	0	1093.41	0	0	0	0	0	0	0	0	0	144.332	163.751	0	0	0	1	0	0	0	97.184	0	0	0	0	50.4537	0	35.9579	0	0	0	43.862	0	0	0	2.38533	0	0	0	0	14.3282	0	0	0	0	0	0	0	0	0	0	1	81.2687	0	2.5898	
0	886.905	0	45.9871	0	2624.49	0	0	0	1	0	0	0	0	0	187.949	138.509	0	0	0	0	0	0	0	68.8991	0	0	0	0	191.135	0	60.3584	0	0	0	138.165	0	0	0	2.22205	0	0	0	1	69.9044	0	0	0	0	0	0	0	0	0	0	0	0.864561	0	0.167084	
0	854.013	0	98.5629	0	1169.86	0	0	0	0	0	0	0	0	0	197.466	129.448	0	0	0	0	0	0	0	654.179	0	0	0	0	120.058	0	63.3113	0	1	0	106.146	0	0	0	2.38975	0	0	0	0	80.7592	0	0	0	0	1	0	0	0	0	0	1	154.756	0	0.83542	
0	857.9	0	416.903	0	1459.76	0	0	0	0	0	0	0	0	0	174.468	128.801	0	0	0	0	0	0	0	21.7576	0	0	0	0	170.364	0	48.353	0	1	0	153.956	0	0	0	1.72165	0	0	0	0	69.0361	1	0	0	0	0	0	0	0	0	0	1	6.05193	0	1.0025	
1	877.635	0	94.6578	1	243.208	0	0	0	0	0	0	0	0	0	158.607	150.807	0	0	0	0	0	0	0	61.6466	0	0	0	0	172.205	0	8.7645	0	0	0	27.6331	0	0	0	7.92477	1	0	0	1	39.9454	0	0	0	0	0	0	0	0	0	0	0	30.2596	0	1.50376	
0	950.298	0	-93.5555	0	978.987	0	0	0	0	0	0	0	0	0	177.64	142.393	0	0	0	0	0	0	0	224.103	0	0	0	0	62.3858	0	55.8153	0	1	0	16.2289	0	0	0	3.05864	0	0	0	0	60.7865	0	1	0	0	0	0	0	0	0	0	1	6.91649	0	0.584794	
